employee_id,age,gender,department,job_level,tenure_years,salary,compa_ratio,performance_rating,engagement_score,satisfaction_score,overtime_hours_per_week,years_since_last_promotion,work_life_balance,training_hours_last_year,manager_tenure_years,num_prior_companies,commute_miles,attrited
EMP00457,39,Male,Operations,3,14.5,119900,0.847,3,6.2,1.0,2.4,0.1,3,40,13.9,3,10,0
EMP00458,31,Male,Marketing,2,5.1,90800,1.104,4,6.2,3.6,1.5,1.4,3,40,12.5,9,8,0
EMP00459,34,Male,Operations,3,5.6,108700,1.031,4,10.0,7.3,3.1,0.3,4,40,2.1,3,19,0
EMP00460,28,Female,HR,4,5.0,131200,0.795,3,8.2,5.6,7.2,1.3,3,20,6.9,1,46,0
EMP00461,29,Male,Operations,2,1.1,72300,0.906,5,4.8,5.3,1.6,4.6,1,20,3.1,2,21,1
EMP00462,31,Male,Engineering,1,2.7,58400,1.087,4,6.7,5.1,3.7,2.4,3,60,2.9,1,3,0
EMP00463,34,Male,Marketing,3,7.0,127900,0.962,4,5.9,2.8,1.5,3.3,3,10,0.5,3,41,0
EMP00464,22,Female,R&D,2,0.5,73800,0.945,3,6.3,1.0,1.7,1.1,4,40,3.4,3,7,0
EMP00465,28,Female,R&D,3,1.6,86900,0.78,1,4.3,2.4,0.2,7.2,3,20,9.2,2,10,1
EMP00466,29,Male,Engineering,2,1.6,77800,0.872,4,5.8,5.6,5.6,3.1,4,20,6.1,1,8,1
EMP00467,28,Female,Marketing,3,2.8,106700,1.003,3,9.8,5.7,2.0,1.4,2,60,6.2,2,5,0
EMP00468,31,Female,Sales,1,19.7,76500,0.94,4,7.5,4.9,5.4,1.4,4,60,0.7,1,34,0
EMP00469,27,Male,Operations,3,0.3,114400,1.048,3,2.0,2.1,1.4,6.3,4,40,1.8,3,6,0
EMP00470,40,Male,Marketing,2,3.7,92300,1.224,4,8.7,3.8,2.8,2.1,4,20,1.1,4,13,0
EMP00471,25,Female,Finance,2,1.0,70300,0.912,2,8.5,6.6,6.3,3.1,1,20,1.5,7,4,0
EMP00472,36,Female,Finance,1,17.6,66400,0.859,3,5.9,6.8,9.3,1.3,3,20,3.5,1,24,0
EMP00473,28,Female,Engineering,3,0.6,87400,0.949,4,7.8,4.8,3.8,0.6,3,20,1.8,3,22,0
EMP00474,30,Female,Engineering,4,2.6,161600,0.866,3,5.0,1.2,3.0,3.2,2,10,3.3,3,5,0
EMP00475,37,Female,Engineering,1,6.7,75500,1.377,4,5.7,3.6,10.6,2.3,3,40,2.3,6,17,0
EMP00476,25,Male,Sales,1,6.1,58400,1.066,5,9.2,2.0,5.8,1.7,4,20,1.4,3,18,0
EMP00477,32,Male,Engineering,1,2.7,55800,0.84,4,6.0,4.5,1.5,2.4,3,40,0.5,1,12,0
EMP00478,31,Male,Engineering,3,2.1,127400,1.134,4,3.1,2.8,4.1,0.6,4,20,8.9,2,14,0
EMP00479,27,Male,Engineering,3,2.5,112200,1.178,3,6.4,7.2,1.8,3.9,2,20,0.5,3,13,0
EMP00480,29,Female,Engineering,2,1.5,81900,0.995,3,6.4,3.8,3.9,7.4,4,10,0.5,4,1,0
EMP00481,32,Female,Finance,1,1.1,47500,0.728,5,8.7,6.4,0.1,5.5,3,80,7.0,5,17,0
EMP00482,33,Female,Operations,2,3.3,87400,1.09,4,6.5,2.7,7.0,1.0,3,40,20.0,1,10,0
EMP00483,22,Male,Engineering,2,1.6,67700,0.72,4,5.7,3.1,7.7,1.3,4,0,5.2,7,9,0
EMP00484,31,Female,Operations,2,1.7,65900,1.006,4,8.4,2.7,3.6,4.1,2,40,0.5,1,29,0
EMP00485,30,Male,Operations,5,5.3,208700,0.872,4,6.7,4.0,5.3,2.3,4,60,1.0,8,1,0
EMP00486,40,Male,R&D,1,17.3,66400,0.778,2,5.1,2.8,4.7,2.0,3,40,14.3,5,4,0
EMP00487,30,Female,Marketing,3,4.6,105000,0.872,4,8.6,6.1,6.4,6.5,3,40,6.6,3,2,0
EMP00488,26,Female,Finance,2,0.4,61700,0.832,4,6.8,3.3,10.3,1.9,4,10,3.3,4,1,0
EMP00489,32,Non-binary,Engineering,2,0.4,86400,1.176,4,6.5,4.4,7.5,1.8,3,40,1.1,1,5,0
EMP00490,38,Male,Engineering,3,15.1,148900,1.069,5,6.8,3.8,9.6,0.1,4,40,0.5,1,67,0
EMP00491,22,Male,Finance,3,1.8,78600,0.72,3,4.6,2.4,3.9,0.2,3,40,0.5,1,5,0
EMP00492,24,Male,Engineering,5,0.5,231400,1.077,3,5.6,3.8,2.2,0.0,4,60,3.8,1,16,0
EMP00493,31,Male,Engineering,1,4.6,53200,0.792,5,6.5,4.3,7.4,6.1,3,20,0.5,3,2,0
EMP00494,36,Female,Finance,1,4.9,67500,1.227,4,6.1,5.3,3.5,1.3,2,20,20.0,1,14,0
EMP00495,33,Female,Engineering,3,5.2,108300,0.994,4,8.8,5.5,11.6,1.6,3,60,0.8,5,62,0
EMP00496,23,Female,Operations,2,1.6,77500,1.097,3,6.9,3.9,1.4,4.7,2,40,5.0,2,5,0
EMP00497,39,Male,Marketing,2,0.3,73500,1.012,3,8.0,4.9,2.6,2.3,3,0,0.7,3,28,0
EMP00498,41,Female,Operations,1,16.8,84900,1.018,4,6.5,2.9,0.0,2.4,2,20,3.1,3,80,0
EMP00499,33,Male,Operations,1,1.4,47400,0.827,3,8.4,4.8,1.2,0.9,1,60,0.5,2,13,0
EMP00500,30,Female,Operations,4,5.6,167800,0.822,4,7.2,8.3,0.2,4.5,2,0,5.8,1,6,0
EMP00501,34,Male,Operations,1,6.1,71200,1.12,5,6.5,2.6,2.2,0.5,3,0,3.5,2,17,0
EMP00502,34,Male,Engineering,2,4.7,89900,1.08,4,6.5,3.7,9.7,0.1,3,20,0.5,4,28,0
EMP00503,34,Male,Operations,1,1.9,78800,1.361,3,4.8,2.4,0.7,0.5,3,60,7.6,3,3,0
EMP00504,33,Female,Sales,2,1.6,71700,0.984,4,7.4,4.4,3.6,0.8,2,60,3.2,2,9,0
EMP00505,34,Male,Sales,1,4.6,68100,1.131,3,6.4,3.6,7.3,0.8,3,40,10.2,4,6,0
EMP00506,33,Male,Sales,2,10.1,87300,0.851,3,5.6,4.1,3.0,2.8,4,40,9.9,1,5,0
EMP00507,35,Female,R&D,1,14.7,82700,1.123,2,8.5,2.4,2.1,0.6,3,20,10.1,3,30,0
EMP00508,28,Male,Marketing,3,0.6,101000,1.079,3,4.2,4.6,0.2,2.8,4,20,0.5,2,8,0
EMP00509,31,Male,Sales,1,0.8,52800,1.035,5,5.7,4.8,6.9,0.2,3,60,0.5,4,6,0
EMP00510,36,Male,Engineering,2,14.5,113600,1.201,3,8.3,3.2,0.9,0.4,4,10,17.6,6,14,0
EMP00511,37,Male,Engineering,4,6.7,146500,0.905,3,7.1,1.0,1.0,1.8,3,20,2.7,4,4,0
EMP00512,42,Female,R&D,3,10.7,97900,0.72,5,6.4,2.4,2.4,6.4,1,40,1.1,2,4,1
EMP00513,22,Female,Sales,2,1.1,71100,1.058,2,7.0,4.1,3.5,4.9,4,10,5.9,1,11,0
EMP00514,25,Male,Operations,2,4.4,88300,1.108,4,6.8,9.1,0.1,8.7,4,40,1.2,4,8,0
EMP00515,30,Non-binary,R&D,2,6.0,101000,1.173,3,3.8,3.4,2.6,2.6,2,40,5.2,2,5,0
EMP00516,32,Male,Engineering,3,5.7,112000,1.195,2,5.9,1.0,8.1,2.8,3,40,7.3,1,1,0
EMP00517,25,Male,Engineering,5,2.6,251800,1.294,5,9.4,4.9,7.9,2.5,3,20,6.1,4,11,0
EMP00518,33,Male,R&D,3,0.3,83100,0.884,3,5.3,3.3,0.4,2.4,3,20,1.3,2,25,0
EMP00519,32,Male,Engineering,2,4.4,76100,1.002,4,5.9,4.3,3.8,0.4,4,40,2.1,1,29,0
EMP00520,27,Male,Operations,3,1.5,98600,0.936,3,5.5,1.2,3.3,2.0,2,80,2.1,6,4,0
EMP00521,22,Female,Sales,2,3.0,77800,0.989,2,6.3,3.9,3.2,1.2,3,20,2.7,2,14,0
EMP00522,32,Female,R&D,1,15.8,71500,1.02,2,5.5,2.3,5.8,1.5,2,80,0.7,2,29,0
EMP00523,29,Male,R&D,2,2.5,86300,1.045,3,7.4,2.8,7.1,1.9,3,40,2.4,4,8,0
EMP00524,23,Female,Engineering,5,9.2,219000,0.767,2,6.9,5.0,6.0,0.3,1,60,2.9,5,40,0
EMP00525,32,Female,HR,1,1.0,57100,0.862,4,7.9,6.5,5.2,1.1,4,10,3.0,1,35,1
EMP00526,30,Female,R&D,3,5.6,109400,1.18,4,4.6,4.5,4.1,0.2,3,20,6.9,3,4,0
EMP00527,57,Female,Engineering,1,18.9,64700,0.784,3,5.9,4.9,6.8,9.7,4,10,2.9,4,4,0
EMP00528,38,Male,Engineering,2,0.5,74500,1.0,4,6.1,3.1,4.5,0.3,2,20,1.0,1,3,0
EMP00529,25,Female,Engineering,1,0.3,54200,0.964,5,7.3,6.0,5.5,0.7,2,80,4.4,2,3,0
EMP00530,28,Female,HR,2,2.8,77000,1.006,5,5.1,3.9,3.3,5.5,3,10,6.4,1,36,0
EMP00531,31,Female,Engineering,3,0.5,101300,0.99,4,8.1,5.5,1.7,1.6,3,40,1.5,4,40,0
EMP00532,40,Male,Finance,2,6.9,85200,0.971,5,8.6,4.5,1.4,0.4,4,0,4.1,5,1,0
EMP00533,28,Male,R&D,3,12.3,115000,0.959,3,4.7,2.2,6.8,1.2,3,40,0.6,1,14,0
EMP00534,22,Male,R&D,3,2.8,125500,1.293,3,5.6,3.8,0.1,0.3,2,10,1.7,4,12,0
EMP00535,24,Male,R&D,4,1.5,122100,0.883,4,5.5,8.0,3.6,0.6,2,10,9.6,4,7,0
EMP00536,31,Male,Engineering,1,2.8,52200,0.873,4,10.0,7.0,10.4,0.1,2,20,9.7,2,15,0
EMP00537,34,Female,Engineering,2,6.4,123400,1.358,4,5.7,2.6,6.4,1.4,4,40,3.4,3,44,0
EMP00538,32,Male,R&D,1,0.3,47800,0.793,4,9.5,4.7,15.0,4.1,2,10,4.8,1,3,1
EMP00539,24,Female,Marketing,5,4.5,178900,0.855,5,4.2,1.8,3.5,2.2,4,20,7.7,6,2,0
EMP00540,22,Male,Sales,4,4.8,168600,1.059,4,4.7,7.0,1.6,2.3,3,0,12.7,3,1,0
EMP00541,34,Female,Sales,2,5.1,61200,0.72,4,5.3,2.7,8.3,0.6,2,80,2.7,3,7,0
EMP00542,23,Male,Sales,3,1.4,99200,0.856,4,5.0,4.9,7.1,1.1,2,40,3.3,3,6,0
EMP00543,22,Male,Operations,2,6.3,112800,1.329,3,6.0,3.2,1.8,4.7,4,40,2.1,3,8,0
EMP00544,27,Female,Marketing,3,0.5,81300,0.822,3,5.2,3.9,1.1,0.2,4,40,0.5,5,10,0
EMP00545,31,Female,Operations,1,1.1,42500,0.74,3,5.0,4.7,0.9,4.9,3,10,2.2,3,21,0
EMP00546,34,Non-binary,Sales,3,10.5,96400,0.879,4,8.6,4.6,7.6,1.7,2,40,6.3,6,7,1
EMP00547,29,Male,Engineering,1,6.7,69900,1.129,1,8.7,4.5,2.8,4.5,1,10,6.5,3,6,0
EMP00548,25,Male,Operations,3,0.3,117700,1.085,4,8.2,8.3,3.0,1.0,3,20,8.9,1,26,0
EMP00549,25,Female,Operations,3,1.4,95400,0.868,3,7.4,6.6,5.0,1.0,1,40,0.5,6,28,0
EMP00550,22,Male,Sales,3,1.2,112400,1.125,4,6.7,5.8,2.8,3.5,2,40,3.0,3,4,0
EMP00551,24,Female,Marketing,1,1.6,68700,1.181,2,5.6,5.1,0.7,3.8,3,10,0.5,3,6,0
EMP00552,30,Male,Marketing,2,1.4,98800,1.388,3,4.8,3.9,3.3,0.7,2,0,0.9,8,26,0
EMP00553,28,Male,Sales,2,0.3,72800,0.899,5,7.2,8.3,8.1,9.0,2,40,9.2,1,1,0
EMP00554,29,Male,Operations,2,3.1,57400,0.722,4,4.4,2.9,6.9,0.2,4,40,2.7,2,6,1
EMP00555,26,Male,Engineering,1,6.6,54900,0.896,5,4.7,4.1,0.1,0.2,3,10,5.7,1,9,0
EMP00556,29,Female,Engineering,4,4.7,143000,0.96,5,8.6,3.0,6.1,2.3,4,10,0.5,3,3,0
EMP00557,22,Female,Sales,2,5.6,79600,0.951,3,9.9,5.0,13.5,3.2,2,60,2.2,4,3,0
EMP00558,27,Male,Operations,2,0.4,73600,1.017,3,7.2,2.5,2.9,8.1,3,40,4.5,7,8,0
EMP00559,45,Female,Operations,2,15.1,111600,1.046,5,8.5,7.8,0.3,1.3,2,80,0.6,2,21,0
EMP00560,26,Male,R&D,2,9.1,104300,1.205,5,6.1,1.0,1.7,0.1,3,20,1.6,4,28,0
EMP00561,30,Male,R&D,3,8.2,112000,0.809,4,4.1,1.9,0.8,2.3,2,20,0.5,6,58,1
EMP00562,35,Male,Operations,2,8.7,101200,0.978,4,7.6,1.0,0.9,0.9,1,20,4.2,3,1,0
EMP00563,43,Female,Operations,4,13.5,183000,1.102,4,7.5,3.4,2.1,1.4,4,40,14.1,1,4,0
EMP00564,27,Female,Engineering,2,3.9,81000,0.988,3,6.6,3.4,6.1,1.7,3,10,7.0,3,21,0
EMP00565,23,Female,Operations,5,1.1,231600,1.207,4,6.1,6.5,4.1,0.2,4,10,14.7,7,12,0
EMP00566,22,Female,Sales,4,4.8,153600,1.025,4,8.2,6.0,6.6,1.7,3,10,7.5,8,6,0
EMP00567,32,Female,Operations,1,6.8,82300,1.065,4,4.7,1.6,2.3,1.4,3,40,7.7,3,3,0
EMP00568,42,Female,Engineering,4,6.7,128300,0.824,2,5.1,5.2,4.9,3.1,3,20,3.4,5,5,0
EMP00569,30,Female,Engineering,1,3.7,54600,0.886,3,4.7,3.1,11.1,2.6,4,40,2.9,1,8,0
EMP00570,26,Female,Sales,3,0.4,99000,0.93,3,6.7,4.4,3.1,0.5,3,60,2.1,1,3,0
EMP00571,29,Male,Operations,2,2.3,83100,1.166,3,4.5,1.0,0.9,0.6,4,40,6.8,7,50,0
EMP00572,36,Male,Finance,4,12.7,205400,1.249,5,5.3,1.7,0.8,0.7,1,20,0.8,1,2,0
EMP00573,25,Male,Operations,4,4.4,150600,1.106,2,5.2,1.9,2.8,0.5,4,80,0.5,1,64,0
EMP00574,33,Male,Sales,3,3.9,87700,0.883,3,6.0,4.0,6.8,2.7,3,20,11.8,2,28,0
EMP00575,28,Female,Engineering,3,1.6,115800,1.4,3,3.8,2.6,2.5,10.0,2,10,0.5,3,8,0
EMP00576,28,Male,Sales,2,2.3,86800,1.043,4,6.7,7.1,5.8,2.6,3,80,15.1,3,20,0
EMP00577,30,Female,Sales,1,11.3,50400,0.72,4,8.7,6.3,11.9,2.3,3,0,5.2,2,17,0
EMP00578,37,Male,Engineering,2,5.5,82400,0.966,3,6.7,1.0,3.6,1.3,2,40,1.6,6,4,0
EMP00579,35,Male,R&D,1,7.7,50100,0.897,3,9.3,6.5,0.2,0.9,2,20,4.8,6,6,0
EMP00580,26,Male,Engineering,3,3.0,96000,0.96,3,8.9,3.2,2.1,6.0,3,40,6.8,2,11,0
EMP00581,35,Female,Finance,2,5.0,72000,0.905,4,7.9,3.4,8.2,8.7,3,40,1.1,2,15,0
EMP00582,25,Male,R&D,5,1.4,229600,1.233,3,6.6,2.8,6.0,1.7,3,20,5.9,4,12,0
EMP00583,27,Male,Engineering,3,6.1,112800,0.913,5,6.5,3.0,1.6,0.9,2,40,6.5,3,10,0
EMP00584,24,Female,Finance,3,2.8,87700,0.762,4,7.9,2.7,0.5,3.7,1,40,1.1,2,9,0
EMP00585,22,Female,Operations,1,2.9,65500,1.257,2,5.8,4.1,1.8,0.4,4,20,0.5,2,10,0
EMP00586,33,Male,R&D,4,5.2,125300,0.747,4,3.1,1.0,1.3,3.6,4,20,0.9,2,9,1
EMP00587,28,Male,Engineering,4,13.8,183000,0.861,3,7.4,5.5,3.6,4.3,3,20,0.9,1,12,0
EMP00588,22,Male,Engineering,2,0.3,67300,0.737,4,4.5,7.0,13.5,0.3,3,60,0.5,2,33,1
EMP00589,23,Female,Engineering,3,8.7,109900,0.72,3,4.8,1.0,3.2,9.4,3,40,5.2,3,15,1
EMP00590,27,Male,Engineering,3,1.7,110600,1.167,4,6.5,3.7,5.5,10.0,2,60,1.9,4,19,0
EMP00591,28,Male,Operations,1,2.9,62300,0.803,4,6.3,1.0,6.8,6.9,2,10,8.6,4,14,0
EMP00592,25,Male,Finance,2,0.3,90900,1.247,5,4.0,2.1,0.1,1.7,4,10,1.2,2,15,0
EMP00593,22,Male,Engineering,2,1.8,76500,1.041,3,6.8,5.6,9.5,0.7,3,10,2.4,4,13,0
EMP00594,23,Female,Engineering,1,3.5,61000,0.997,3,8.2,6.6,3.7,2.2,4,10,4.1,1,1,0
EMP00595,29,Male,R&D,2,0.3,70900,0.995,4,4.5,3.1,8.5,1.4,4,40,8.4,2,80,1
EMP00596,26,Male,Marketing,1,3.4,59900,0.974,5,8.8,7.3,0.7,0.6,3,80,3.0,4,1,0
EMP00597,38,Male,Marketing,1,13.1,72300,1.164,5,3.7,7.0,0.1,1.4,1,20,1.9,3,8,0
EMP00598,22,Male,Engineering,1,0.6,54800,1.007,2,10.0,9.6,3.1,2.7,2,80,8.1,2,2,0
EMP00599,33,Male,Sales,5,7.2,175500,0.72,3,5.8,2.8,4.7,0.2,2,0,1.5,3,2,0
EMP00600,35,Female,R&D,2,2.6,82200,1.043,4,6.8,1.8,1.2,1.0,2,60,0.5,6,24,0
EMP00601,33,Female,R&D,5,5.3,230600,1.018,3,3.1,1.3,9.5,0.0,3,10,2.4,3,8,0
EMP00602,25,Female,Operations,2,1.5,70000,0.862,3,6.4,2.5,5.2,3.5,2,60,6.2,4,24,0
EMP00603,28,Female,HR,2,0.9,63700,0.741,3,6.9,5.3,3.3,2.6,2,10,0.5,8,5,1
EMP00604,26,Female,Sales,2,0.9,93700,1.4,4,6.3,2.0,2.5,0.2,3,60,3.5,4,4,0
EMP00605,26,Male,Finance,2,0.4,80900,1.009,5,5.5,3.4,4.0,8.4,3,20,3.6,3,4,0
EMP00606,25,Female,Engineering,1,1.0,54200,0.99,5,4.8,4.6,8.3,0.1,3,20,10.6,1,14,0
EMP00607,30,Female,Operations,3,5.5,93700,0.822,3,8.5,5.3,1.7,2.2,3,20,1.4,2,25,0
EMP00608,36,Female,Sales,1,10.7,58500,0.774,4,6.6,2.6,8.0,3.7,3,20,1.3,3,9,0
EMP00609,28,Male,Finance,3,8.4,138100,1.313,5,9.3,8.2,0.5,3.9,4,40,2.3,4,7,0
EMP00610,26,Male,Operations,3,5.8,112600,1.105,3,5.6,1.0,0.9,0.1,2,80,1.8,2,55,0
EMP00611,22,Female,Engineering,1,0.6,51500,1.122,4,5.7,3.1,1.3,5.9,2,40,5.3,7,2,0
EMP00612,22,Female,R&D,1,1.7,60900,1.128,4,8.0,5.1,4.8,6.3,4,40,4.1,2,10,0
EMP00613,22,Non-binary,HR,3,1.9,92300,0.776,3,3.6,2.4,2.9,2.1,3,10,5.7,4,8,0
EMP00614,28,Male,Sales,2,1.4,94900,1.242,4,4.3,3.1,3.1,1.6,4,40,6.9,2,2,0
EMP00615,24,Male,R&D,1,3.6,70800,1.364,2,8.5,6.6,0.5,0.1,2,20,10.3,2,5,0
EMP00616,32,Male,Marketing,5,3.8,200200,0.97,4,4.4,2.8,0.1,2.1,4,60,2.3,4,1,0
EMP00617,28,Female,Marketing,1,2.2,52400,1.055,3,3.2,1.4,0.5,1.3,4,20,16.7,2,31,0
EMP00618,22,Male,Engineering,3,2.2,72100,0.77,3,9.9,5.7,3.4,3.7,3,40,1.0,1,14,0
EMP00619,36,Male,R&D,5,8.8,188300,0.759,3,4.0,1.5,0.9,1.3,2,20,5.0,3,25,0
EMP00620,36,Non-binary,HR,1,7.8,52000,0.907,5,6.8,5.8,0.9,2.9,4,20,3.1,3,11,0
EMP00621,22,Male,R&D,1,1.8,57900,0.906,4,6.6,3.1,6.3,0.3,4,20,6.8,4,14,0
EMP00622,38,Female,R&D,1,12.3,64200,0.925,4,1.4,2.4,2.2,0.4,4,20,2.6,7,18,1
EMP00623,34,Male,Sales,2,15.3,79200,0.783,4,6.0,3.9,13.3,0.4,1,20,6.1,1,36,0
EMP00624,28,Female,Finance,1,2.0,54800,0.981,4,7.3,3.8,0.1,0.1,4,0,10.6,3,1,0
EMP00625,22,Female,Engineering,3,2.2,111600,0.985,3,7.1,5.7,2.4,1.9,2,60,5.3,3,6,0
EMP00626,22,Female,Engineering,1,3.5,62900,0.982,4,8.1,4.0,2.2,3.9,2,10,6.0,8,19,0
EMP00627,35,Female,Sales,2,14.2,72200,0.72,3,5.8,4.9,0.7,2.4,3,60,0.5,6,48,1
EMP00628,34,Male,Sales,5,10.5,233600,0.897,3,7.8,5.5,3.0,2.1,3,10,0.9,4,59,0
EMP00629,24,Male,Engineering,3,0.5,83100,0.84,4,5.3,2.4,14.5,2.9,2,10,14.6,3,15,0
EMP00630,22,Male,Engineering,3,2.5,118600,1.065,3,4.0,3.6,10.8,1.0,3,40,4.7,1,3,0
EMP00631,27,Female,Operations,2,4.0,89700,1.137,3,4.2,3.7,0.2,1.1,2,40,3.3,2,2,0
EMP00632,30,Female,R&D,3,3.5,93700,0.87,4,3.9,4.6,1.3,0.9,3,20,1.8,3,44,0
EMP00633,27,Male,Sales,2,1.1,68700,0.919,4,8.3,7.1,20.2,3.1,3,40,0.5,4,9,0
EMP00634,35,Female,Operations,2,9.8,82700,0.95,4,3.8,3.4,0.3,0.4,2,20,1.8,3,3,0
EMP00635,27,Male,Sales,1,5.6,44200,0.767,4,7.0,2.5,5.1,0.0,3,40,2.8,4,41,1
EMP00636,39,Female,Finance,4,9.1,170800,0.97,4,6.0,8.3,10.8,2.3,3,40,1.0,2,2,0
EMP00637,28,Female,Operations,2,9.8,84900,0.817,4,6.3,1.6,11.5,7.1,3,20,0.8,4,20,1
EMP00638,34,Male,Engineering,1,6.9,70800,0.994,3,9.0,7.6,6.6,2.4,3,60,2.8,1,15,0
EMP00639,34,Male,Engineering,2,2.9,67700,0.962,3,5.7,4.5,3.8,3.8,3,40,3.5,1,1,0
EMP00640,32,Male,Operations,2,4.7,74600,0.792,4,7.6,2.8,0.7,2.8,1,20,1.1,1,6,0
EMP00641,26,Female,Finance,3,0.9,82300,0.833,3,6.6,4.1,6.6,1.7,4,60,3.5,5,2,1
EMP00642,28,Male,Engineering,3,5.6,95600,0.802,5,6.2,3.9,9.4,3.2,3,60,9.2,1,14,0
EMP00643,32,Male,Operations,3,1.0,86300,0.925,4,10.0,8.9,2.8,4.3,3,40,2.6,4,10,0
EMP00644,24,Male,Sales,1,5.9,69900,1.109,3,3.9,1.3,6.6,0.6,3,20,7.8,1,1,0
EMP00645,22,Male,Sales,2,1.3,69600,0.874,1,8.8,5.2,7.5,1.0,3,60,10.5,2,56,0
EMP00646,24,Male,Engineering,2,0.6,77100,1.177,2,7.7,1.0,3.5,0.6,3,10,0.5,6,6,0
EMP00647,33,Female,Engineering,1,0.9,53000,0.889,3,5.6,6.8,8.4,1.5,3,0,0.5,3,4,0
EMP00648,28,Male,Sales,2,0.3,63100,0.731,3,9.4,4.2,6.0,5.4,3,20,2.6,1,4,1
EMP00649,26,Female,Sales,3,6.3,108700,0.972,4,3.2,2.7,3.0,1.1,3,40,3.5,2,3,1
EMP00650,30,Female,Engineering,1,6.6,66900,0.927,5,5.6,3.5,1.3,1.2,2,60,2.2,6,80,0
EMP00651,26,Male,Sales,2,3.6,67400,0.849,4,4.3,2.6,4.2,4.9,3,40,1.6,2,5,1
EMP00652,23,Male,Operations,1,0.9,62600,1.025,3,7.2,6.1,1.9,1.8,4,80,4.1,3,8,0
EMP00653,31,Female,Sales,1,0.4,49200,1.107,3,4.5,5.9,4.8,1.9,2,10,0.5,2,31,0
EMP00654,22,Female,Sales,1,0.3,51700,0.733,4,7.3,5.2,15.0,4.9,1,10,13.8,2,15,1
EMP00655,35,Male,Operations,5,0.9,218900,0.924,4,6.2,5.2,3.6,1.7,2,40,1.1,1,7,0
EMP00656,39,Male,Operations,3,11.1,109300,0.904,4,5.6,4.2,8.3,2.9,4,80,10.0,3,34,0
EMP00657,33,Male,Sales,5,1.4,206100,1.218,5,7.2,6.5,1.0,0.2,4,40,0.5,4,21,0
EMP00658,25,Female,R&D,2,2.2,74600,0.922,4,6.0,3.1,3.1,0.5,3,10,1.1,2,4,0
EMP00659,26,Male,Operations,1,0.6,56600,1.173,4,4.5,4.9,0.8,1.3,4,20,1.1,4,15,0
EMP00660,22,Male,Sales,2,1.3,55000,0.72,3,10.0,8.5,8.0,1.7,3,20,20.0,5,38,0
EMP00661,26,Female,R&D,2,3.7,61900,0.732,4,5.6,5.6,0.3,8.4,4,20,0.5,6,10,0
EMP00662,32,Female,Engineering,3,4.7,118200,1.177,3,2.5,1.0,4.8,8.8,3,0,4.1,1,20,0
EMP00663,34,Male,R&D,1,1.4,65200,1.028,4,5.0,2.9,4.7,4.8,2,60,8.2,2,53,0
EMP00664,22,Male,HR,2,0.3,66400,0.811,4,4.2,3.2,1.3,0.9,3,40,4.5,5,18,0
EMP00665,26,Female,Operations,1,2.5,55500,0.868,3,8.0,2.7,9.2,8.3,3,40,1.8,1,2,0
EMP00666,26,Male,Operations,2,1.3,80000,1.036,2,7.1,7.5,5.7,2.9,3,10,12.7,1,4,0
EMP00667,22,Male,Engineering,3,1.2,112600,1.264,1,7.2,4.7,4.0,1.2,3,10,9.0,5,14,0
EMP00668,42,Female,Engineering,2,16.1,72800,0.72,2,5.8,4.3,4.6,3.0,3,40,2.3,2,5,0
EMP00669,26,Male,Engineering,2,4.8,72000,0.892,1,6.0,2.9,4.5,0.0,3,60,3.4,2,47,0
EMP00670,28,Female,Operations,2,4.1,76900,1.081,3,5.8,1.4,1.0,0.4,2,40,13.7,2,8,0
EMP00671,26,Female,Marketing,2,2.7,86800,0.954,3,6.4,3.1,6.6,4.4,4,60,16.2,5,9,0
EMP00672,24,Male,Operations,3,2.8,149000,1.138,3,8.0,5.6,10.2,2.6,4,60,2.4,2,18,0
EMP00673,29,Male,Operations,4,3.9,145100,0.958,5,7.1,5.8,0.2,1.1,4,10,7.5,5,11,0
EMP00674,30,Female,Sales,5,6.0,182000,0.72,3,7.4,5.1,3.8,1.7,4,20,1.4,3,7,0
EMP00675,29,Female,Finance,3,6.1,117400,1.026,3,7.4,5.4,2.4,5.9,3,40,1.9,3,1,0
EMP00676,23,Female,Sales,2,0.9,91700,1.245,4,8.1,4.7,6.9,2.5,3,20,0.7,2,14,0
EMP00677,30,Female,Engineering,3,3.5,107900,1.067,5,7.0,5.4,4.8,1.3,2,20,0.9,1,30,0
EMP00678,36,Male,Engineering,2,2.7,69300,0.74,4,7.1,7.3,1.6,0.3,2,20,4.3,3,17,0
EMP00679,35,Female,Sales,2,10.2,101500,1.195,3,8.6,6.9,3.6,0.9,3,20,2.9,2,7,0
EMP00680,35,Male,Sales,3,5.0,119600,1.001,4,5.3,4.9,11.8,9.6,4,60,1.1,6,2,0
EMP00681,22,Male,Engineering,1,3.8,50900,0.903,4,5.0,3.8,4.9,1.4,2,10,2.1,2,25,0
EMP00682,27,Male,Engineering,4,0.6,149300,1.102,4,4.4,1.0,0.6,1.6,4,20,1.9,3,43,0
EMP00683,24,Male,Operations,2,4.7,93500,1.019,4,6.8,2.5,5.0,1.7,3,40,17.5,2,7,0
EMP00684,22,Female,Operations,3,0.6,119300,1.223,5,3.2,2.9,3.4,5.4,4,40,7.7,4,20,0
EMP00685,24,Male,Sales,3,2.1,102800,1.023,5,7.3,4.7,6.8,2.3,2,40,2.0,2,8,0
